"","Season","Week","Team","R","HR","RBI","SB","OBP","SLG","K","QS","W","SV","ERA","WHIP"
"1043",2014,22,"#11 NoPo HammaJammas",56,7,46,14,0.3347,0.3638,91,10,11,5,2.47,1.152
"1044",2014,22,"#10 Jaso For  Prime Minister",53,4,47,12,0.3162,0.3284,102,12,6,0,3.512,1.285
"1045",2015,1,"Island of Misfit Toys",33,11,38,6,0.2847,0.3831,85,9,6,5,3.375,1.242
"1046",2015,1,"Master Batters",27,7,21,4,0.2993,0.3187,61,4,2,1,4.765,1.29
"1047",2015,1,"Starting From  the Bottom",21,2,21,3,0.2444,0.2953,62,6,2,3,4.964,1.359
"1048",2015,1,"Sweet Sweenies",39,4,36,9,0.3194,0.3944,69,7,6,4,3.654,1.195
"1049",2015,1,"Caribbean Dragons",29,8,21,9,0.3188,0.3697,79,5,5,4,5.5,1.458
"1050",2015,1,"Rockford Peaches",37,11,47,5,0.3191,0.4475,44,5,3,5,5.345,1.492
"1051",2015,1,"Cat  Destroyers",33,8,34,1,0.3167,0.4154,41,5,2,0,5.02,1.296
"1052",2015,1,"John Jaso's  Dreadlocks",35,9,45,5,0.3322,0.4238,69,5,3,3,3.876,1.188
"1053",2015,1,"Meaningless  Masters",39,13,34,8,0.3244,0.4354,64,7,6,7,1.311,0.859
"1054",2015,1,"NoPo HammaJammas",32,4,28,3,0.2937,0.3381,57,7,4,5,1.929,0.98
"1055",2015,1,"OBP Kenobi",37,8,42,5,0.3524,0.4542,69,7,6,3,2.466,1.192
"1056",2015,1,"Kansas Sleazy",38,13,43,2,0.3194,0.4479,51,4,5,2,4.332,1.171
"1057",2015,2,"Starting From  the Bottom",21,4,24,2,0.2846,0.332,54,3,5,2,5.4,1.364
"1058",2015,2,"Island of Misfit Toys",52,16,45,6,0.378,0.5035,92,12,11,3,1.812,0.92
"1059",2015,2,"Master Batters",37,6,20,5,0.3137,0.3578,47,4,7,9,4.32,1.387
"1060",2015,2,"Caribbean Dragons",39,12,40,6,0.3682,0.4897,59,7,6,3,2.617,1.133
"1061",2015,2,"Sweet Sweenies",37,12,41,8,0.3381,0.4864,49,7,5,3,4.671,1.354
"1062",2015,2,"Cat  Destroyers",31,7,42,6,0.3085,0.4015,75,8,4,2,3.717,1.261
"1063",2015,2,"Rockford Peaches",30,9,43,1,0.3372,0.4469,44,4,5,3,3.58,1.409
"1064",2015,2,"Meaningless  Masters",28,4,24,4,0.301,0.2939,87,6,5,6,5.582,1.278
"1065",2015,2,"John Jaso's  Dreadlocks",36,10,35,3,0.3431,0.502,57,2,4,6,2.939,1.245
"1066",2015,2,"OBP Kenobi",37,6,31,4,0.3262,0.3849,62,1,3,5,4.571,1.27
"1067",2015,2,"NoPo HammaJammas",27,5,26,6,0.3309,0.3884,74,8,5,3,3.619,1.32
"1068",2015,2,"Kansas Sleazy",43,5,35,6,0.3569,0.458,49,4,2,3,4.28,1.189
"1069",2015,3,"Island of Misfit Toys",41,7,36,13,0.3441,0.4007,61,5,5,5,4.263,1.382
"1070",2015,3,"Caribbean Dragons",33,6,29,9,0.3889,0.4504,64,8,0,3,2.068,1.108
"1071",2015,3,"Cat  Destroyers",34,6,26,8,0.3333,0.4185,44,6,3,3,3.434,1.211
"1072",2015,3,"Starting From  the Bottom",33,3,32,4,0.3175,0.356,61,4,4,4,3.34,1.052
"1073",2015,3,"Meaningless  Masters",43,8,35,8,0.3084,0.4134,79,8,6,3,3.667,1.284
"1074",2015,3,"Master Batters",32,2,28,5,0.3345,0.3279,60,4,2,7,2.987,1.274
"1075",2015,3,"OBP Kenobi",36,10,34,8,0.3478,0.41,66,5,4,5,2.143,1.127
"1076",2015,3,"Sweet Sweenies",44,12,36,5,0.3367,0.463,61,4,6,3,3.787,1.466
"1077",2015,3,"Kansas Sleazy",25,6,34,6,0.2817,0.346,65,6,4,2,4.343,1.161
"1078",2015,3,"Rockford Peaches",38,13,41,1,0.3723,0.5232,49,4,5,3,3.042,1.183
"1079",2015,3,"NoPo HammaJammas",24,6,34,2,0.2897,0.3829,68,7,8,3,2.878,1.081
"1080",2015,3,"John Jaso's  Dreadlocks",49,13,36,2,0.3839,0.4924,65,4,2,5,4.794,1.584
"1081",2015,4,"Cat  Destroyers",44,12,56,7,0.3427,0.4656,67,3,2,0,4.534,1.443
"1082",2015,4,"Island of Misfit Toys",55,18,47,9,0.3584,0.5452,50,1,0,3,5.786,1.519
"1083",2015,4,"Caribbean Dragons",40,6,20,0,0.3358,0.4348,51,8,1,1,4.073,1.374
"1084",2015,4,"Meaningless  Masters",44,8,28,11,0.3981,0.4192,55,7,6,10,3.096,1.128
"1085",2015,4,"Starting From  the Bottom",30,6,39,4,0.3469,0.4436,78,6,4,1,3.269,1.143
"1086",2015,4,"OBP Kenobi",38,12,48,4,0.3407,0.4452,82,8,7,5,2.797,1.016
"1087",2015,4,"Master Batters",26,5,32,7,0.3129,0.3633,48,3,1,4,5.294,1.412
"1088",2015,4,"Kansas Sleazy",43,8,40,5,0.325,0.3986,33,6,5,5,4.241,1.194
"1089",2015,4,"Sweet Sweenies",47,10,50,7,0.3411,0.4907,63,8,4,1,4.416,1.383
"1090",2015,4,"NoPo HammaJammas",40,12,41,2,0.359,0.5317,49,6,5,3,2.915,1.006
"1091",2015,4,"Rockford Peaches",30,3,35,5,0.3107,0.336,54,7,6,4,2.658,1.197
"1092",2015,4,"John Jaso's  Dreadlocks",47,12,36,7,0.3376,0.4804,92,6,4,4,3.808,1.321
"1093",2015,5,"Island of Misfit Toys",43,15,32,7,0.347,0.4894,75,3,3,3,5.927,1.302
"1094",2015,5,"Meaningless  Masters",34,6,28,6,0.3228,0.4152,76,7,9,5,4.239,1.341
"1095",2015,5,"OBP Kenobi",38,6,27,3,0.3356,0.3977,97,7,8,6,2.528,1.011
"1096",2015,5,"Cat  Destroyers",46,10,38,8,0.3197,0.4486,84,11,9,0,2.132,0.997
"1097",2015,5,"Kansas Sleazy",39,4,24,2,0.3696,0.3902,49,4,5,3,3.342,1.248
"1098",2015,5,"Caribbean Dragons",39,15,51,5,0.3469,0.5148,38,6,4,1,3.915,1.335
"1099",2015,5,"NoPo HammaJammas",32,7,28,5,0.3235,0.4291,57,2,4,2,5.031,1.248
"1100",2015,5,"Starting From  the Bottom",34,9,27,3,0.37,0.4859,81,8,4,1,2.7,1.075
"1101",2015,5,"John Jaso's  Dreadlocks",41,12,29,4,0.3963,0.5459,65,4,5,4,5.014,1.357
"1102",2015,5,"Master Batters",39,9,42,4,0.3199,0.431,44,3,1,6,5.112,1.527
"1103",2015,5,"Rockford Peaches",37,8,38,3,0.3279,0.4007,58,6,2,8,4.765,1.493
"1104",2015,5,"Sweet Sweenies",27,10,31,7,0.3085,0.451,69,6,5,7,3.527,1.297
"1105",2015,6,"OBP Kenobi",43,15,53,4,0.3384,0.4799,78,6,2,6,4.655,1.391
"1106",2015,6,"Island of Misfit Toys",46,12,51,6,0.3693,0.4847,102,9,8,5,3,1.129
"1107",2015,6,"Meaningless  Masters",28,5,32,5,0.3452,0.3458,73,6,3,6,2.182,1.121
"1108",2015,6,"Kansas Sleazy",34,4,30,3,0.2881,0.3395,41,4,1,3,6.326,1.68
"1109",2015,6,"Cat  Destroyers",37,11,38,4,0.3981,0.5387,66,7,4,0,5.712,1.592
"1110",2015,6,"NoPo HammaJammas",35,13,34,3,0.3242,0.4725,69,6,4,4,3.692,1.154
"1111",2015,6,"Caribbean Dragons",35,8,35,5,0.3956,0.4465,70,8,6,1,3.266,1.294
"1112",2015,6,"John Jaso's  Dreadlocks",35,9,29,4,0.3333,0.4472,71,6,6,2,4.304,1.362
"1113",2015,6,"Starting From  the Bottom",30,8,38,5,0.3,0.4049,56,5,5,1,3.516,1.228
"1114",2015,6,"Rockford Peaches",40,15,40,3,0.3771,0.5391,54,4,3,6,5.027,1.324
"1115",2015,6,"Master Batters",40,8,28,2,0.3642,0.4419,84,9,8,3,3.929,1.164
"1116",2015,6,"Sweet Sweenies",31,14,34,3,0.2887,0.4432,77,8,6,6,3.115,1.185
"1117",2015,7,"Island of Misfit Toys",41,16,58,5,0.3671,0.5445,66,5,3,5,4.481,1.353
"1118",2015,7,"Kansas Sleazy",30,6,28,3,0.2912,0.3595,64,6,4,5,4.215,1.244
"1119",2015,7,"NoPo HammaJammas",43,9,46,4,0.3277,0.4148,74,7,4,6,3.389,1.205
"1120",2015,7,"OBP Kenobi",38,10,35,4,0.3395,0.4276,60,6,2,8,3.652,1.159
"1121",2015,7,"John Jaso's  Dreadlocks",33,6,31,4,0.3117,0.3741,71,7,2,4,3.717,1.081
"1122",2015,7,"Meaningless  Masters",25,6,21,5,0.3248,0.3922,92,8,6,7,4.422,1.129
"1123",2015,7,"Rockford Peaches",33,9,28,5,0.3245,0.3903,56,3,5,2,3.682,1.379
"1124",2015,7,"Cat  Destroyers",42,10,40,7,0.3101,0.4379,68,8,3,0,4.422,1.293
"1125",2015,7,"Sweet Sweenies",26,5,34,7,0.2882,0.3115,53,7,5,2,2.571,1.114
"1126",2015,7,"Caribbean Dragons",32,4,19,6,0.3296,0.4167,36,4,3,0,3.832,1.277
"1127",2015,7,"Master Batters",39,7,33,4,0.2875,0.3542,72,6,6,5,2.677,1.112
"1128",2015,7,"Starting From  the Bottom",27,7,24,4,0.3018,0.3765,50,6,4,1,1.328,1.066
"1129",2015,8,"NoPo HammaJammas",41,18,40,8,0.3569,0.5405,73,5,4,5,3.332,1.111
"1130",2015,8,"Island of Misfit Toys",43,13,40,4,0.3776,0.5118,85,6,5,3,4.481,1.332
"1131",2015,8,"Kansas Sleazy",28,7,30,3,0.3106,0.3975,60,7,5,4,4.056,1.099
"1132",2015,8,"John Jaso's  Dreadlocks",47,15,42,3,0.3498,0.5069,58,4,1,8,3.306,1.224
"1133",2015,8,"OBP Kenobi",33,8,30,3,0.3107,0.3679,64,9,5,11,2.338,1.26
"1134",2015,8,"Rockford Peaches",26,6,25,4,0.2979,0.3525,55,6,5,0,3.264,1.121
"1135",2015,8,"Meaningless  Masters",30,13,33,3,0.3534,0.4699,75,8,3,7,3.362,1.132
"1136",2015,8,"Sweet Sweenies",31,11,24,8,0.3737,0.4922,64,5,5,2,4.129,1.341
"1137",2015,8,"Cat  Destroyers",36,9,34,6,0.3281,0.4674,78,11,8,0,2.933,1.131
"1138",2015,8,"Master Batters",40,12,55,6,0.3229,0.4489,73,5,2,5,4.712,1.387
"1139",2015,8,"Caribbean Dragons",32,13,42,5,0.2803,0.4082,66,6,2,2,3.054,1.412
"1140",2015,8,"Starting From  the Bottom",43,14,32,6,0.3333,0.4803,56,5,3,2,3.375,1.125
"1141",2015,9,"Island of Misfit Toys",35,12,41,6,0.3343,0.4241,85,6,4,4,3.257,1.074
"1142",2015,9,"John Jaso's  Dreadlocks",31,6,46,7,0.3374,0.4014,85,9,9,6,2.314,1.065
"1143",2015,9,"Rockford Peaches",54,21,54,6,0.3621,0.6287,56,5,2,5,4.073,1.156
"1144",2015,9,"NoPo HammaJammas",34,5,23,7,0.2828,0.3259,81,7,5,6,2.935,1.278
"1145",2015,9,"Sweet Sweenies",37,9,33,5,0.3356,0.3969,84,5,6,5,4.891,1.446
"1146",2015,9,"Kansas Sleazy",27,5,27,4,0.338,0.3938,54,5,4,1,3.877,1.138
"1147",2015,9,"Master Batters",47,8,29,4,0.327,0.3916,86,7,8,2,3.416,1.114
"1148",2015,9,"OBP Kenobi",34,8,32,3,0.3241,0.4189,73,5,7,11,4.601,1.372
"1149",2015,9,"Starting From  the Bottom",31,7,30,4,0.2857,0.391,61,3,2,4,4.884,1.432
"1150",2015,9,"Meaningless  Masters",33,4,27,6,0.3736,0.3992,82,7,6,3,3.765,1.194
"1151",2015,9,"Caribbean Dragons",29,6,35,7,0.3401,0.4161,58,5,2,2,3.805,1.168
"1152",2015,9,"Cat  Destroyers",52,11,46,10,0.3538,0.4482,62,5,3,0,4.257,1.419
"1153",2015,10,"Rockford Peaches",40,5,26,1,0.3586,0.3906,48,6,4,2,2.787,1.355
"1154",2015,10,"Island of Misfit Toys",31,9,29,1,0.3322,0.4144,70,5,3,9,2.217,0.942
"1155",2015,10,"John Jaso's  Dreadlocks",40,9,32,1,0.3503,0.4615,82,7,4,3,4.164,1.276
"1156",2015,10,"Sweet Sweenies",32,12,35,5,0.3038,0.434,80,3,3,2,5.442,1.558
"1157",2015,10,"NoPo HammaJammas",26,4,25,3,0.3,0.3734,71,7,3,7,3.667,1.222
"1158",2015,10,"Master Batters",36,9,41,6,0.3244,0.4222,50,3,4,0,6.517,1.466
"1159",2015,10,"Kansas Sleazy",19,7,30,4,0.3169,0.3682,34,3,3,3,5.073,1.418
"1160",2015,10,"Starting From  the Bottom",38,10,31,5,0.3379,0.4723,52,9,5,3,2.375,1.153
"1161",2015,10,"OBP Kenobi",48,9,44,4,0.3763,0.4609,74,6,5,9,2.517,1.106
"1162",2015,10,"Caribbean Dragons",48,15,40,8,0.3724,0.5172,54,8,6,3,2.625,1.125
"1163",2015,10,"Meaningless  Masters",22,5,24,5,0.3094,0.3911,50,5,3,4,5.276,1.448
"1164",2015,10,"Cat  Destroyers",32,10,39,6,0.3117,0.4207,94,12,4,0,2.935,1.193
"1165",2015,11,"Island of Misfit Toys",33,9,53,4,0.3772,0.4744,96,7,4,3,4.186,1.221
"1166",2015,11,"Sweet Sweenies",44,9,50,7,0.3681,0.4949,73,8,6,1,3.724,1.358
"1167",2015,11,"Master Batters",38,10,32,6,0.2899,0.3766,63,6,6,7,2.466,1.192
"1168",2015,11,"Rockford Peaches",24,7,36,1,0.3855,0.4648,52,5,3,4,5.369,1.449
"1169",2015,11,"Starting From  the Bottom",42,14,49,6,0.3355,0.507,64,7,5,2,3.6,1.082
"1170",2015,11,"John Jaso's  Dreadlocks",38,7,19,2,0.2866,0.3206,68,6,3,4,3.562,1.162
"1171",2015,11,"Caribbean Dragons",46,11,43,7,0.3673,0.4969,56,7,4,1,4.084,1.361
"1172",2015,11,"NoPo HammaJammas",41,10,43,6,0.317,0.4235,77,8,6,2,2.859,1.082
"1173",2015,11,"Cat  Destroyers",44,8,31,7,0.306,0.3973,65,6,5,0,4.18,1.418
"1174",2015,11,"Kansas Sleazy",29,6,26,7,0.33,0.3722,38,2,3,4,3.776,1.28
"1175",2015,11,"Meaningless  Masters",31,11,39,5,0.3452,0.435,66,10,9,3,2.242,0.917
"1176",2015,11,"OBP Kenobi",37,13,33,2,0.3162,0.4324,48,4,3,9,3.6,1.25
"1177",2015,12,"Master Batters",47,10,38,4,0.3726,0.4877,69,6,2,3,4.52,1.059
"1178",2015,12,"Island of Misfit Toys",42,10,24,10,0.3558,0.4502,56,6,2,4,3.783,1.127
"1179",2015,12,"Sweet Sweenies",36,9,27,5,0.3322,0.4361,78,8,9,3,3.496,1.23
"1180",2015,12,"Starting From  the Bottom",25,6,26,3,0.3521,0.4025,62,8,5,2,3.136,1.076
"1181",2015,12,"Rockford Peaches",26,9,31,0,0.308,0.378,60,6,5,5,3.469,1.307
"1182",2015,12,"Caribbean Dragons",32,6,29,7,0.3252,0.4436,59,5,2,0,3.62,1.374
"1183",2015,12,"John Jaso's  Dreadlocks",19,6,22,2,0.2842,0.3242,68,8,4,4,3.054,1.127
"1184",2015,12,"Cat  Destroyers",43,11,45,7,0.3365,0.5034,75,10,6,1,3.533,1.215
"1185",2015,12,"NoPo HammaJammas",31,9,38,6,0.3262,0.4091,63,5,2,4,5.156,1.402
"1186",2015,12,"Meaningless  Masters",23,6,38,2,0.3148,0.3992,66,6,4,6,2.531,1.113
"1187",2015,12,"Kansas Sleazy",34,8,29,6,0.3285,0.4414,36,1,3,2,3.231,1.179
"1188",2015,12,"OBP Kenobi",38,14,37,5,0.3835,0.5369,64,6,3,7,3.441,1.279
"1189",2015,13,"Island of Misfit Toys",52,13,58,10,0.3567,0.4497,82,8,4,11,2.913,0.971
"1190",2015,13,"Starting From  the Bottom",28,8,32,4,0.3399,0.4366,61,5,4,2,3.659,1.304
"1191",2015,13,"Caribbean Dragons",35,7,23,10,0.3484,0.4297,78,10,7,0,2.847,1.179
"1192",2015,13,"Master Batters",29,5,28,9,0.2977,0.364,53,5,7,2,4.364,1.364
"1193",2015,13,"Cat  Destroyers",42,8,34,6,0.3167,0.4069,73,9,5,0,3.119,1.208
"1194",2015,13,"Sweet Sweenies",31,6,31,5,0.2973,0.3778,78,9,7,1,3.203,1.281
"1195",2015,13,"Meaningless  Masters",29,7,26,2,0.3298,0.3843,66,7,6,6,2.88,1.2
"1196",2015,13,"Rockford Peaches",25,6,28,3,0.3311,0.4068,42,4,3,3,3.418,1.177
"1197",2015,13,"OBP Kenobi",38,8,38,3,0.3135,0.3931,73,8,6,6,1.763,0.833
"1198",2015,13,"John Jaso's  Dreadlocks",49,19,48,5,0.3683,0.5724,68,7,3,5,1.449,0.82
"1199",2015,13,"Kansas Sleazy",26,8,21,4,0.2787,0.3623,44,3,2,3,5.435,1.714
"1200",2015,13,"NoPo HammaJammas",22,4,19,2,0.3213,0.3545,67,7,3,4,2.566,0.937
"1201",2015,14,"Caribbean Dragons",39,9,36,4,0.3208,0.4048,68,7,4,0,3.691,1.242
"1202",2015,14,"Island of Misfit Toys",45,16,42,3,0.3292,0.4755,81,8,5,6,2.881,1.067
"1203",2015,14,"Starting From  the Bottom",23,4,26,4,0.297,0.3381,75,8,4,0,3.517,1.197
"1204",2015,14,"Cat  Destroyers",40,11,39,6,0.3477,0.4526,71,4,3,3,4.787,1.574
"1205",2015,14,"Master Batters",32,8,28,2,0.3358,0.448,59,9,6,7,2.919,1.17
"1206",2015,14,"Meaningless  Masters",29,8,37,6,0.3586,0.4259,72,7,7,7,3,1.25
"1207",2015,14,"Sweet Sweenies",30,5,25,6,0.3221,0.4263,73,7,5,3,3.145,1.205
"1208",2015,14,"OBP Kenobi",25,9,32,3,0.3065,0.4561,42,3,2,9,4.443,1.424
"1209",2015,14,"Rockford Peaches",35,11,32,3,0.3084,0.4241,62,6,3,6,3.152,0.99
"1210",2015,14,"Kansas Sleazy",35,10,35,2,0.3195,0.4367,52,4,5,1,4.116,1.372
"1211",2015,14,"John Jaso's  Dreadlocks",33,7,30,6,0.3533,0.4297,93,9,7,4,2.778,0.926
"1212",2015,14,"NoPo HammaJammas",28,6,24,8,0.2899,0.3632,71,5,3,5,2.817,1.083
"1213",2015,15,"Island of Misfit Toys",60,20,74,8,0.3804,0.5211,106,5,5,8,4.918,1.351
"1214",2015,15,"Cat  Destroyers",46,12,50,12,0.3447,0.4262,105,9,9,1,3.673,1.315
"1215",2015,15,"Meaningless  Masters",56,16,57,4,0.3511,0.5223,110,14,8,8,2.555,1.128
"1216",2015,15,"Caribbean Dragons",45,10,47,4,0.3653,0.4279,100,11,6,0,4.755,1.442
"1217",2015,15,"OBP Kenobi",53,18,54,6,0.3267,0.4431,80,8,6,7,4.207,1.304
"1218",2015,15,"Starting From  the Bottom",35,10,32,3,0.2807,0.3716,110,9,8,1,3.888,1.264
"1219",2015,15,"Kansas Sleazy",49,16,50,7,0.3431,0.4595,69,8,7,9,3.668,1.109
"1220",2015,15,"Master Batters",58,8,39,4,0.3468,0.4323,103,8,9,1,4.434,1.276
"1221",2015,15,"NoPo HammaJammas",41,14,43,8,0.3055,0.4197,134,14,7,7,2.758,1.076
"1222",2015,15,"Sweet Sweenies",38,14,39,3,0.3065,0.4172,91,9,11,10,4.314,1.397
"1223",2015,15,"John Jaso's  Dreadlocks",51,15,53,11,0.3553,0.4724,123,10,8,10,2.917,1.194
"1224",2015,15,"Rockford Peaches",46,11,36,2,0.3111,0.401,69,8,4,2,3.814,1.204
"1225",2015,16,"Meaningless  Masters",27,10,32,3,0.2877,0.3858,78,7,6,3,3.77,1.325
"1226",2015,16,"Island of Misfit Toys",29,13,45,4,0.3151,0.4568,55,5,6,4,3.9,1.367
"1227",2015,16,"Cat  Destroyers",33,12,35,3,0.2926,0.4077,61,7,6,2,3.888,1.176
"1228",2015,16,"OBP Kenobi",36,6,29,2,0.3199,0.4073,50,3,2,0,5.4,1.468
"1229",2015,16,"Caribbean Dragons",57,20,59,11,0.3639,0.5686,81,10,4,0,3.321,1.226
"1230",2015,16,"Kansas Sleazy",39,3,23,2,0.31,0.3566,47,4,7,2,3.663,1.131
"1231",2015,16,"Starting From  the Bottom",37,8,37,3,0.3472,0.4444,34,3,1,0,4.814,1.442
"1232",2015,16,"NoPo HammaJammas",39,18,43,1,0.3442,0.5277,60,5,6,8,3.074,1.129
"1233",2015,16,"Master Batters",37,2,21,6,0.2901,0.3106,68,9,4,1,2.208,0.836
"1234",2015,16,"John Jaso's  Dreadlocks",40,13,43,6,0.3733,0.51,58,7,1,3,4.01,1.099
"1235",2015,16,"Sweet Sweenies",43,12,44,2,0.3235,0.4444,68,7,7,3,4.41,1.076
"1236",2015,16,"Rockford Peaches",38,10,35,2,0.3141,0.4064,65,3,3,4,3.143,1.048
"1237",2015,17,"Island of Misfit Toys",50,13,45,8,0.3692,0.4843,79,5,2,5,4.565,1.319
"1238",2015,17,"OBP Kenobi",53,14,42,7,0.3537,0.5402,62,10,5,0,2.793,1.047
"1239",2015,17,"Kansas Sleazy",32,7,40,6,0.3091,0.3968,39,2,4,3,5.684,1.836
"1240",2015,17,"Meaningless  Masters",36,11,48,5,0.3535,0.4526,68,7,5,3,4.95,1.4
"1241",2015,17,"NoPo HammaJammas",42,18,48,3,0.303,0.5112,92,11,6,5,3.707,1.254
"1242",2015,17,"Cat  Destroyers",48,14,34,7,0.3471,0.5,69,4,6,4,5.513,1.363
"1243",2015,17,"John Jaso's  Dreadlocks",39,12,44,2,0.363,0.5,80,10,2,4,3.214,1.095
"1244",2015,17,"Caribbean Dragons",47,7,41,9,0.3605,0.4483,44,3,2,0,6.205,1.621
"1245",2015,17,"Rockford Peaches",34,6,33,5,0.3098,0.3727,47,3,1,4,3.622,1.317
"1246",2015,17,"Starting From  the Bottom",25,5,21,3,0.2835,0.3406,77,8,5,0,2.476,1.087
"1247",2015,17,"Sweet Sweenies",45,9,33,6,0.3238,0.3979,63,4,3,5,4.563,1.296
"1248",2015,17,"Master Batters",33,5,31,9,0.3082,0.3356,52,6,7,5,3.439,1.245
"1249",2015,18,"Kansas Sleazy",31,12,36,6,0.3429,0.5156,39,4,2,4,3.942,1.248
"1250",2015,18,"Island of Misfit Toys",27,4,33,3,0.3447,0.4134,55,3,3,7,5.429,1.381
"1251",2015,18,"OBP Kenobi",32,12,34,5,0.2996,0.473,63,6,6,0,4.517,1.38
"1252",2015,18,"NoPo HammaJammas",33,11,31,2,0.2912,0.4328,97,9,5,7,1.393,0.917
"1253",2015,18,"Meaningless  Masters",34,7,29,2,0.3446,0.4354,56,6,6,4,4.056,1.394
"1254",2015,18,"John Jaso's  Dreadlocks",37,12,40,5,0.3932,0.5349,90,8,6,3,2.778,1.148
"1255",2015,18,"Cat  Destroyers",40,11,35,7,0.3243,0.461,66,10,6,1,3.745,1.248
"1256",2015,18,"Rockford Peaches",38,14,40,2,0.3686,0.5045,63,6,4,2,3.792,1.129
"1257",2015,18,"Caribbean Dragons",48,12,44,8,0.3844,0.5,54,5,4,0,6.184,1.525
"1258",2015,18,"Sweet Sweenies",33,8,36,8,0.2924,0.3801,64,5,5,4,5.07,1.437
"1259",2015,18,"Starting From  the Bottom",26,5,26,1,0.2862,0.3373,77,8,4,0,3.197,1.066
"1260",2015,18,"Master Batters",33,9,35,2,0.2959,0.4133,40,3,3,3,4.655,1.552
"1261",2015,19,"Island of Misfit Toys",42,10,45,3,0.3862,0.4966,84,8,4,7,3.522,1.316
"1262",2015,19,"NoPo HammaJammas",39,10,32,2,0.337,0.4696,61,6,3,4,4.794,1.29
"1263",2015,19,"John Jaso's  Dreadlocks",41,12,26,3,0.3651,0.4654,82,8,10,1,1.478,0.866
"1264",2015,19,"Kansas Sleazy",42,8,27,9,0.316,0.3701,46,5,6,3,2.048,1.014
"1265",2015,19,"Rockford Peaches",35,8,27,2,0.3471,0.4626,62,7,5,3,4.668,1.514
"1266",2015,19,"OBP Kenobi",38,6,37,4,0.3673,0.4729,66,6,3,0,5.04,1.453
"1267",2015,19,"Sweet Sweenies",54,12,44,12,0.3482,0.4693,52,5,4,9,2.7,1.29
"1268",2015,19,"Meaningless  Masters",27,12,41,1,0.2737,0.4231,58,5,3,6,4.366,1.353
"1269",2015,19,"Master Batters",41,8,29,6,0.3209,0.3941,73,6,6,3,3.388,1.282
"1270",2015,19,"Cat  Destroyers",49,9,41,10,0.3481,0.463,66,7,6,3,5.308,1.397
"1271",2015,19,"Starting From  the Bottom",35,11,35,3,0.3092,0.4622,53,7,6,1,3.497,1.244
"1272",2015,19,"Caribbean Dragons",36,11,37,6,0.3597,0.4874,55,6,0,0,4.332,1.283
"1273",2015,20,"John Jaso's  Dreadlocks",36,12,43,5,0.3856,0.485,85,8,7,2,2.885,1.167
"1274",2015,20,"Island of Misfit Toys",52,14,43,6,0.4238,0.5825,89,4,2,6,4.826,1.328
"1275",2015,20,"NoPo HammaJammas",43,12,33,3,0.3959,0.5061,88,7,6,5,2.901,1.054
"1276",2015,20,"Rockford Peaches",30,5,38,3,0.3356,0.3855,50,7,6,2,1.768,0.929
"1277",2015,20,"Kansas Sleazy",29,5,33,3,0.3345,0.387,45,4,4,4,5.923,1.531
"1278",2015,20,"Sweet Sweenies",40,9,23,9,0.2983,0.3843,78,3,3,7,4.097,1.529
"1279",2015,20,"OBP Kenobi",40,19,54,3,0.3502,0.5749,69,7,5,0,5.023,1.367
"1280",2015,20,"Master Batters",27,8,24,6,0.2607,0.3574,65,7,4,5,2.842,0.921
"1281",2015,20,"Meaningless  Masters",42,8,41,5,0.3726,0.5086,73,8,9,7,2.179,0.767
"1282",2015,20,"Starting From  the Bottom",41,11,40,4,0.3355,0.4629,67,5,4,1,4.689,1.405
"1283",2015,20,"Cat  Destroyers",45,7,24,0,0.2888,0.3643,79,3,3,4,5.7,1.622
"1284",2015,20,"Caribbean Dragons",38,8,36,7,0.337,0.4163,39,4,4,0,3.745,1.358
"1285",2015,21,"#4 Sweet Sweenies",98,22,80,9,0.3548,0.4844,107,5,9,6,5.467,1.393
"1286",2015,21,"#1 John Jaso's  Dreadlocks",100,24,78,10,0.3939,0.5207,157,11,4,10,4.545,1.426
"1287",2015,21,"#3 Meaningless  Masters",73,19,76,5,0.3537,0.4405,166,19,18,7,3.764,1.12
"1288",2015,21,"#2 Island of Misfit Toys",83,20,84,9,0.3286,0.4435,149,12,13,12,2.862,1.154
"1289",2015,21,"#6 OBP Kenobi",71,15,65,12,0.3315,0.415,114,8,9,2,4.015,1.4
"1290",2015,21,"#5 Cat  Destroyers",74,26,80,7,0.3035,0.4524,123,11,11,9,4.824,1.378
"1291",2015,21,"#8 Caribbean Dragons",102,27,86,9,0.3675,0.5307,76,4,3,5,4.443,1.329
"1292",2015,21,"#7 NoPo HammaJammas",85,30,84,6,0.3519,0.509,146,15,12,8,3.403,1.128
"1293",2015,21,"#10 Master Batters",70,15,77,6,0.3358,0.4391,77,5,3,5,5.25,1.427
"1294",2015,21,"#9 Rockford Peaches",58,15,62,5,0.3431,0.4,95,7,5,3,4.473,1.337
"1295",2015,21,"#12 Starting From  the Bottom",69,22,75,5,0.3504,0.4677,118,13,9,0,3.008,1.185
"1296",2015,21,"#11 Kansas Sleazy",71,18,71,6,0.3459,0.4459,110,10,8,5,4.271,1.381
"1297",2015,22,"#2 Island of Misfit Toys",72,22,61,9,0.361,0.463,155,11,7,11,4.226,1.372
"1298",2015,22,"#1 John Jaso's  Dreadlocks",79,23,87,8,0.3837,0.4963,211,19,13,6,2.242,0.996
"1299",2015,22,"#4 Sweet Sweenies",74,15,57,9,0.3161,0.3707,132,12,9,9,4.805,1.284
