Season,Week,Team,R,HR,RBI,SB,OBP,SLG,K,QS,W,SV,ERA,WHIP
2013,3,Zeus' BUTTHOLE!!!,38,11,34,4,0.3235,0.4254,62,10,5,0,1.996,0.965
2013,3,Jaso For President,30,9,43,4,0.3446,0.4706,71,4,3,5,4.164,1.209
2013,3,Sweet Sweenies,30,12,28,3,0.3226,0.457,26,3,2,2,3.649,1.378
2013,4,Do You Respect Wood?,35,10,39,3,0.3042,0.4071,82,8,4,6,2.592,1.176
2013,4,Falling  Fast,41,13,44,4,0.3344,0.4437,52,6,5,4,3.375,1.278
2013,4,Los Pollos Hermanos,44,9,45,5,0.3404,0.4706,50,5,1,4,3.167,1.074
2013,4,Jaso For President,37,11,29,4,0.3149,0.4401,74,6,4,6,3.484,1.089
2013,4,Kansas Sleazy,23,5,22,4,0.2932,0.3264,57,6,7,7,2.408,1.013
2013,4,Under New Management,36,6,31,9,0.3322,0.3861,52,4,4,0,4.676,1.458
2013,4,Kinsler's List,40,7,32,3,0.3163,0.3933,82,8,8,4,3.464,1.268
2013,4,Sweet Sweenies,46,10,50,7,0.3924,0.5181,51,3,2,0,4.24,1.289
2013,4,Over The Baggy,42,12,40,9,0.3477,0.4741,47,6,3,6,1.105,0.842
2013,4,Cuban Missiles,32,9,37,3,0.3569,0.4695,75,8,5,2,2.303,1.095
2013,4,Zeus' BUTTHOLE!!!,28,6,34,6,0.3019,0.3521,94,12,7,0,3.981,1.239
2013,4,Mighty Murphing Power Rangers,34,7,27,5,0.2896,0.3382,70,7,5,9,3.332,1.213
2013,5,Do You Respect Wood?,45,12,48,3,0.4105,0.5284,67,4,2,5,5.187,1.581
2013,5,Under New Management,37,8,29,8,0.365,0.4573,64,5,4,0,3.194,1.274
2013,5,Los Pollos Hermanos,49,9,34,6,0.3515,0.4201,40,2,1,2,4.091,1.091
2013,5,Mighty Murphing Power Rangers,41,8,27,3,0.3119,0.3971,78,5,5,4,5.137,1.5
2013,5,Kansas Sleazy,34,17,42,5,0.3525,0.552,40,5,4,4,1.676,1.076
2013,5,Cuban Missiles,36,13,44,5,0.3186,0.4549,59,4,3,2,5.376,1.507
2013,5,Kinsler's List,31,7,35,3,0.3248,0.3972,61,4,3,6,5.192,1.139
2013,5,Jaso For President,40,13,35,8,0.3495,0.4781,70,4,6,2,7.065,1.57
2013,5,Zeus' BUTTHOLE!!!,47,16,46,2,0.3584,0.5101,56,6,4,0,4.772,1.397
2013,5,Sweet Sweenies,33,7,34,4,0.3333,0.3806,54,5,3,2,2.761,1.278
2013,5,Over The Baggy,28,15,42,5,0.308,0.4797,77,5,5,6,3.75,1.25
2013,5,Falling  Fast,29,7,31,10,0.2987,0.4071,51,5,3,1,2.903,1.081
2013,6,Do You Respect Wood?,41,7,34,6,0.3511,0.4275,73,5,3,10,3.293,1.273
2013,6,Los Pollos Hermanos,46,11,45,2,0.3561,0.4678,34,6,1,2,3.02,1.243
2013,6,Cuban Missiles,28,10,27,4,0.3074,0.3993,33,4,6,1,3.2,1.444
2013,6,Sweet Sweenies,32,16,38,1,0.3101,0.4943,30,4,2,1,2.912,1.147
2013,6,Kansas Sleazy,29,9,36,2,0.2567,0.3772,48,7,4,8,3.199,1.137
2013,6,Zeus' BUTTHOLE!!!,48,10,25,5,0.3498,0.4655,56,7,5,1,3.162,1.135
2013,6,Over The Baggy,40,14,30,5,0.3096,0.4247,61,5,4,2,2.761,1.193
2013,6,Kinsler's List,28,6,26,3,0.3346,0.4332,48,6,4,5,3.797,1.266
2013,6,Under New Management,46,14,45,5,0.3675,0.5444,65,3,0,0,3.941,1.314
2013,6,Mighty Murphing Power Rangers,22,6,23,8,0.2963,0.38,50,5,2,5,4.167,1.37
2013,6,Falling  Fast,40,9,32,4,0.3543,0.4799,87,6,5,0,4.216,1.249
2013,6,Jaso For President,31,10,37,2,0.358,0.4934,60,4,4,8,2.198,0.89
2013,7,Cuban Missiles,44,14,36,6,0.3253,0.4727,52,5,5,0,4.886,1.529
2013,7,Mighty Murphing Power Rangers,37,11,37,7,0.299,0.4429,51,5,5,4,4.655,1.228
2013,7,Kansas Sleazy,44,8,35,1,0.3658,0.4563,49,4,4,3,3.787,1.39
2013,7,Kinsler's List,39,3,31,5,0.3682,0.4023,67,9,5,4,2.885,1.026
2013,7,Do You Respect Wood?,47,18,56,10,0.3938,0.5724,74,6,3,5,2.712,1.048
2013,7,Zeus' BUTTHOLE!!!,40,5,32,6,0.3487,0.4203,66,9,5,4,2.303,1.223
2013,7,Falling  Fast,38,9,41,9,0.3205,0.3859,61,9,6,1,3.162,1.108
2013,7,Sweet Sweenies,41,6,39,3,0.3849,0.4655,28,2,2,2,5.516,1.516
2013,7,Under New Management,39,8,40,10,0.343,0.45,46,3,2,2,5.073,1.327
2013,7,Jaso For President,32,9,37,6,0.3164,0.3852,34,2,3,6,4.669,1.353
2013,7,Over The Baggy,37,8,32,6,0.3399,0.4222,47,5,2,4,4.5,1.196
2013,7,Los Pollos Hermanos,41,9,51,3,0.3506,0.4502,42,3,5,3,4.113,1.272
2013,8,Do You Respect Wood?,56,15,45,6,0.3846,0.5765,63,6,6,5,2.842,1.033
2013,8,Kinsler's List,35,7,32,5,0.3603,0.4113,65,5,9,2,4.23,1.286
2013,8,Kansas Sleazy,45,11,47,3,0.3516,0.4562,35,1,1,6,6.12,1.34
2013,8,Los Pollos Hermanos,43,11,42,5,0.3362,0.4006,41,4,3,1,4.558,1.208
2013,8,Over The Baggy,30,5,28,6,0.3114,0.396,68,7,6,1,3.156,1.078
2013,8,Zeus' BUTTHOLE!!!,26,4,31,2,0.2862,0.295,84,8,4,4,3.663,1.093
2013,8,Falling  Fast,26,7,33,6,0.3265,0.3861,79,6,4,1,3.209,1.168
2013,8,Mighty Murphing Power Rangers,37,7,27,4,0.3659,0.498,59,6,5,5,3.797,1.266
2013,8,Under New Management,33,5,28,8,0.3367,0.3931,46,3,4,1,4.03,1.231
2013,8,Sweet Sweenies,33,8,36,1,0.3311,0.4,22,3,3,2,1.948,0.99
2013,8,Cuban Missiles,41,8,38,7,0.3258,0.4394,51,5,3,5,4.854,1.416
2013,8,Jaso For President,29,9,26,2,0.3125,0.455,57,5,5,3,3.323,1.185
2013,9,Under New Management,39,8,35,9,0.3389,0.4343,53,1,4,0,3.255,1.234
2013,9,Kinsler's List,34,6,25,3,0.3356,0.3971,50,6,4,8,1.847,0.995
2013,9,Over The Baggy,40,10,37,14,0.3721,0.4926,66,6,6,5,3.986,1.143
2013,9,Mighty Murphing Power Rangers,42,13,45,8,0.3569,0.5147,83,9,2,1,4.806,1.291
2013,9,Falling  Fast,36,6,21,0,0.3266,0.4082,89,7,3,2,4.909,1.287
2013,9,Los Pollos Hermanos,38,8,33,1,0.3024,0.3557,35,1,1,1,8.449,2.061
2013,9,Kansas Sleazy,37,14,34,3,0.3582,0.5127,52,6,2,3,3.152,1.066
2013,9,Sweet Sweenies,44,11,36,4,0.3266,0.4201,42,4,4,3,3.124,0.942
2013,9,Cuban Missiles,27,4,28,3,0.3232,0.4187,58,6,5,4,2.109,0.781
2013,9,Zeus' BUTTHOLE!!!,38,13,30,2,0.3385,0.4793,76,7,5,3,4.045,1.281
2013,9,Do You Respect Wood?,35,11,41,16,0.3153,0.4084,83,7,4,7,3.455,1.18
2013,9,Jaso For President,35,10,27,7,0.3054,0.4185,57,6,3,5,3.296,1.014
2013,10,Over The Baggy,42,8,31,9,0.3611,0.5076,70,7,5,5,2.613,1.009
2013,10,Jaso For President,36,16,48,3,0.3168,0.4945,63,6,5,3,3.922,1.274
2013,10,Do You Respect Wood?,32,4,25,14,0.3586,0.3796,68,6,2,7,4.206,1.492
2013,10,Sweet Sweenies,36,6,30,3,0.3312,0.3794,34,4,2,2,3.5,1.278
2013,10,Kansas Sleazy,29,9,32,2,0.3133,0.4719,57,7,7,5,3.96,1.227
2013,10,Mighty Murphing Power Rangers,28,7,22,8,0.2872,0.391,61,8,4,6,3.682,1.282
2013,10,Falling  Fast,23,7,29,1,0.3004,0.4174,79,11,6,3,1.751,0.962
2013,10,Zeus' BUTTHOLE!!!,46,10,41,6,0.4112,0.4871,69,8,5,4,2.661,1.04
2013,10,Cuban Missiles,42,9,37,1,0.3608,0.4479,38,4,2,4,4.852,1.57
2013,10,Kinsler's List,26,7,27,2,0.3141,0.393,64,4,4,5,3.496,1.192
2013,10,Under New Management,28,7,45,7,0.3114,0.4084,53,4,2,1,3.876,1.381
2013,10,Los Pollos Hermanos,39,10,41,4,0.345,0.4594,35,5,3,0,2.008,0.893
2013,11,Falling  Fast,36,7,33,6,0.3557,0.4259,57,3,3,1,4.342,1.402
2013,11,Kinsler's List,46,11,37,1,0.3605,0.4664,58,4,3,7,2.91,1.15
2013,11,Do You Respect Wood?,42,10,37,7,0.3706,0.4502,82,6,4,10,2.689,1.108
2013,11,Mighty Murphing Power Rangers,31,8,30,6,0.3059,0.3768,70,11,5,1,2.939,1.235
2013,11,Cuban Missiles,37,7,29,6,0.3742,0.4674,34,3,4,2,4.939,1.39
2013,11,Los Pollos Hermanos,33,6,33,5,0.3158,0.373,33,5,1,1,4.03,1.187
2013,11,Kansas Sleazy,32,6,37,0,0.3333,0.4154,30,6,3,4,2.512,1.134
2013,11,Jaso For President,36,13,40,2,0.3357,0.5039,62,5,8,3,3.732,1.293
2013,11,Under New Management,31,10,29,5,0.3262,0.3943,48,5,4,2,4.571,1.222
2013,11,Zeus' BUTTHOLE!!!,36,8,28,6,0.3506,0.4476,73,6,3,5,4.274,1.239
2013,11,Over The Baggy,32,5,28,14,0.371,0.4257,71,6,3,6,4.46,1.313
2013,11,Sweet Sweenies,22,6,20,3,0.2902,0.359,12,2,1,2,5.25,1.5
2013,12,Under New Management,36,14,43,4,0.35,0.5129,55,2,4,3,4.288,1.518
2013,12,Do You Respect Wood?,23,9,25,5,0.3471,0.4225,77,6,3,11,4.161,1.118
2013,12,Cuban Missiles,38,9,38,11,0.2976,0.3851,51,7,2,3,3.724,1.197
2013,12,Kansas Sleazy,38,10,32,2,0.2939,0.3688,33,5,3,6,3.783,1.242
2013,12,Falling  Fast,50,10,29,4,0.3654,0.4695,116,8,7,2,4.021,1.245
2013,12,Over The Baggy,44,15,56,9,0.3574,0.5563,47,4,1,9,3.195,1.065
2013,12,Mighty Murphing Power Rangers,41,12,42,11,0.3269,0.4792,61,9,5,3,2.649,1.155
2013,12,Los Pollos Hermanos,39,15,47,3,0.366,0.5096,40,4,1,2,5.114,1.318
2013,12,Sweet Sweenies,29,8,30,4,0.281,0.3236,27,3,2,1,2.88,0.64
2013,12,Zeus' BUTTHOLE!!!,26,7,24,3,0.3155,0.3758,48,5,3,2,3.986,1.186
2013,12,Jaso For President,45,9,36,4,0.343,0.4364,89,8,10,5,3.386,1.2
2013,12,Kinsler's List,39,7,23,4,0.3245,0.3676,62,7,4,5,4.311,1.374
2013,13,Falling  Fast,42,9,34,4,0.3453,0.4157,69,10,7,0,2.617,1.084
2013,13,Do You Respect Wood?,39,15,36,3,0.3823,0.553,62,5,4,8,4.765,1.235
2013,13,Cuban Missiles,41,13,43,8,0.3732,0.5655,56,7,5,3,3.11,1.602
2013,13,Over The Baggy,51,15,45,1,0.3395,0.515,57,6,7,3,2.983,1.21
2013,13,Los Pollos Hermanos,24,3,28,2,0.3257,0.3613,28,2,3,0,3.541,1.254
2013,13,Jaso For President,38,14,36,8,0.3229,0.4749,51,7,5,3,3.392,1.131
2013,13,Mighty Murphing Power Rangers,24,4,20,8,0.3222,0.3663,71,7,6,3,3.556,1.222
2013,13,Zeus' BUTTHOLE!!!,33,7,30,5,0.3055,0.377,50,5,4,5,4.416,1.206
2013,13,Sweet Sweenies,35,7,29,5,0.3655,0.4381,26,3,1,1,3.3,1.133
2013,13,Kinsler's List,20,2,31,4,0.291,0.3235,73,6,2,4,4.145,1.263
2013,13,Under New Management,51,13,41,8,0.3958,0.5458,48,1,3,4,4.686,1.636
2013,13,Kansas Sleazy,35,11,33,0,0.3138,0.4489,57,6,1,3,4.871,1.376
2013,14,Kansas Sleazy,22,7,24,1,0.2825,0.3768,35,5,1,3,2.824,1.098
2013,14,Do You Respect Wood?,29,9,28,9,0.3248,0.3616,68,7,5,4,2.64,0.947
2013,14,Under New Management,42,10,43,3,0.3684,0.502,44,1,1,3,5.503,1.395
2013,14,Over The Baggy,47,7,39,12,0.315,0.4094,65,4,7,9,3.106,1.088
2013,14,Cuban Missiles,39,9,34,6,0.3053,0.3922,38,4,3,2,3,1.238
2013,14,Falling  Fast,56,13,44,11,0.3626,0.4836,72,3,5,0,5.473,1.5
2013,14,Sweet Sweenies,30,8,31,2,0.315,0.3959,12,0,2,3,5.211,1.526
2013,14,Jaso For President,42,11,35,5,0.3846,0.5444,88,9,8,8,2.762,1.089
2013,14,Zeus' BUTTHOLE!!!,36,12,38,5,0.3042,0.417,63,4,4,3,4.8,1.227
2013,14,Los Pollos Hermanos,30,7,33,4,0.2815,0.3514,22,3,4,0,5.4,1.421
2013,14,Mighty Murphing Power Rangers,30,10,35,5,0.2822,0.3864,52,8,5,6,2.535,1.014
2013,14,Kinsler's List,39,12,40,5,0.3508,0.4783,79,6,3,4,3.775,1.564
2013,15,Over The Baggy,43,13,40,7,0.3618,0.4968,83,8,7,7,3.481,1.15
2013,15,Do You Respect Wood?,39,7,35,5,0.37,0.428,59,5,3,5,4.477,1.387
2013,15,Kinsler's List,40,8,35,6,0.3343,0.4123,53,8,3,7,3.311,1.415
2013,15,Los Pollos Hermanos,37,13,47,1,0.3822,0.5244,45,5,4,4,2.982,1.141
2013,15,Falling  Fast,38,5,28,8,0.3728,0.4239,60,6,4,1,3.777,1.306
2013,15,Kansas Sleazy,25,8,42,0,0.3383,0.4256,44,5,5,1,3.951,1.259
2013,15,Under New Management,42,8,43,6,0.3687,0.4305,66,5,6,2,4.037,1.192
2013,15,Cuban Missiles,28,1,22,4,0.3303,0.3593,61,5,2,4,3.877,1.231
2013,15,Jaso For President,32,10,22,4,0.2874,0.3739,76,7,5,9,3.951,1.39
2013,15,Zeus' BUTTHOLE!!!,42,13,40,10,0.3445,0.4832,78,10,7,5,2.641,1.033
2013,15,Mighty Murphing Power Rangers,30,5,34,3,0.3172,0.3945,39,7,7,2,2.333,1.074
2013,15,Sweet Sweenies,41,11,34,0,0.3493,0.4789,30,1,1,3,3.815,1.076
2013,16,Cuban Missiles,43,17,55,9,0.3165,0.3953,70,8,7,3,3.691,1.068
2013,16,Do You Respect Wood?,66,17,53,11,0.3115,0.4312,98,9,7,14,3.225,1.147
2013,16,Over The Baggy,57,18,64,11,0.3333,0.4709,95,8,5,16,4.154,1.357
2013,16,Kansas Sleazy,49,7,46,3,0.3031,0.3554,90,12,13,1,2.33,1.134
2013,16,Sweet Sweenies,48,14,39,6,0.3082,0.3879,31,3,2,3,4.641,1.5
2013,16,Los Pollos Hermanos,50,12,48,8,0.3381,0.4069,57,7,2,4,2.779,1.235
2013,16,Mighty Murphing Power Rangers,45,12,45,5,0.3197,0.3919,88,10,10,7,2.976,1.283
2013,16,Jaso For President,42,17,50,12,0.328,0.4253,136,12,9,9,2.351,1.059
2013,16,Under New Management,73,20,61,11,0.3727,0.5122,112,12,9,10,2.531,1.134
2013,16,Falling  Fast,52,8,40,8,0.3275,0.3806,129,15,9,0,2.496,1.124
2013,16,Kinsler's List,52,12,40,15,0.3355,0.4374,101,13,8,11,2.984,1.318
2013,16,Zeus' BUTTHOLE!!!,63,14,57,7,0.3053,0.3834,115,11,8,5,3.655,1.251
2013,17,Los Pollos Hermanos,32,10,42,3,0.3104,0.3854,38,4,2,2,2.475,1.15
2013,17,Do You Respect Wood?,41,10,35,11,0.3345,0.4361,68,6,6,9,2.145,1.192
2013,17,Mighty Murphing Power Rangers,47,13,51,4,0.3571,0.4847,73,8,5,3,3.536,1.238
2013,17,Under New Management,23,2,25,5,0.3265,0.3607,49,5,2,2,4.075,1.302
2013,17,Zeus' BUTTHOLE!!!,39,6,29,9,0.3077,0.3428,66,8,3,3,4.388,1.3
2013,17,Kansas Sleazy,29,7,36,0,0.3237,0.4167,68,8,3,2,2.371,1.2
2013,17,Sweet Sweenies,41,5,29,4,0.3412,0.3907,15,1,1,1,7.232,1.875
2013,17,Cuban Missiles,44,12,35,3,0.3537,0.4708,39,2,4,1,4.286,1.405
2013,17,Kinsler's List,25,3,20,8,0.2989,0.3444,63,4,2,6,4.803,1.442
2013,17,Over The Baggy,45,13,40,5,0.3754,0.5235,53,3,3,3,4.025,1.509
2013,17,Jaso For President,26,6,26,11,0.3698,0.4222,73,6,7,5,4.235,1.176
2013,17,Falling  Fast,28,8,22,2,0.2799,0.3483,85,7,8,6,2.775,1.221
2013,18,Kinsler's List,34,5,39,5,0.3127,0.3684,44,5,4,7,3.201,1.314
2013,18,Kansas Sleazy,14,7,27,1,0.3242,0.4417,58,5,5,1,3.898,1.348
2013,18,Mighty Murphing Power Rangers,29,6,38,9,0.3139,0.4118,54,5,5,2,4.5,1.439
2013,18,Cuban Missiles,38,8,38,3,0.3873,0.4677,40,4,3,2,3.717,1.087
2013,18,Los Pollos Hermanos,32,9,34,4,0.3323,0.4286,38,7,2,1,2.219,1.007
2013,18,Over The Baggy,48,11,39,7,0.4025,0.5125,65,7,4,7,2.174,0.979
2013,18,Jaso For President,40,10,24,5,0.3755,0.5105,83,10,3,3,2.69,1.085
2013,18,Under New Management,46,11,46,3,0.3758,0.5035,40,3,1,0,4.219,1.406
2013,18,Sweet Sweenies,29,7,22,5,0.3185,0.4356,41,3,2,1,4.821,1.339
2013,18,Falling  Fast,32,10,35,6,0.3322,0.4419,53,8,5,5,4.295,1.295
2013,18,Zeus' BUTTHOLE!!!,44,9,47,7,0.3814,0.4797,52,6,4,4,3.407,1.121
2013,18,Do You Respect Wood?,50,7,37,13,0.3602,0.4472,61,3,3,4,5.372,1.571
2013,19,Kinsler's List,27,4,27,3,0.3333,0.3896,64,6,4,5,3.659,1.318
2013,19,Do You Respect Wood?,36,8,28,5,0.3563,0.3664,66,5,6,3,4.88,1.398
2013,19,Mighty Murphing Power Rangers,40,15,53,2,0.3389,0.5054,64,6,6,3,4.336,1.401
2013,19,Falling  Fast,43,7,34,8,0.3754,0.4236,92,8,4,4,3.398,1.214
2013,19,Zeus' BUTTHOLE!!!,27,7,24,4,0.2688,0.3153,72,7,5,2,2.727,1.061
2013,19,Over The Baggy,40,10,39,10,0.3503,0.4551,71,8,6,8,2.671,1.134
2013,19,Sweet Sweenies,28,5,20,3,0.3074,0.3333,21,4,1,1,2.374,1.022
2013,19,Under New Management,42,11,41,5,0.3797,0.5211,62,4,2,1,3.629,1.371
2013,19,Los Pollos Hermanos,33,10,29,5,0.2982,0.3994,42,5,5,1,2.279,1.071
2013,19,Kansas Sleazy,27,10,29,5,0.3122,0.478,38,4,2,2,4.058,1.526
2013,19,Jaso For President,46,15,51,7,0.3355,0.5197,80,9,5,4,3.809,1.382
2013,19,Cuban Missiles,34,9,33,4,0.3451,0.3953,52,8,6,4,3.431,1.193
2013,20,#4 Do You Respect Wood?,87,21,94,14,0.3859,0.4825,111,8,8,15,3,1.256
2013,20,#1 Over The Baggy,78,18,66,11,0.3556,0.4247,149,14,11,12,3.653,1.3
2013,20,#3 Falling  Fast,76,15,58,17,0.3623,0.4354,165,16,14,9,3.437,1.327
2013,20,#2 Zeus' BUTTHOLE!!!,86,26,82,16,0.3586,0.5069,161,18,11,0,3.864,1.226
2013,20,#6 Kinsler's List,71,15,60,13,0.3722,0.4349,124,13,13,12,3.942,1.201
2013,20,#5 Jaso For President,43,12,40,9,0.318,0.3959,109,7,6,9,3.978,1.213
2013,20,#8 Cuban Missiles,70,19,77,8,0.3447,0.4442,104,13,5,3,3.199,1.145
2013,20,#7 Under New Management,63,22,72,5,0.3238,0.4518,96,10,10,4,2.717,1.208
2013,20,#10 Mighty Murphing Power Rangers,70,14,78,13,0.353,0.4427,99,8,12,13,3.086,1.075
2013,20,#9 Los Pollos Hermanos,74,24,73,6,0.3443,0.4528,65,8,8,2,4.03,1.299
2013,20,#12 Sweet Sweenies,61,20,56,6,0.3083,0.4463,58,6,2,4,4.203,1.5
2013,20,#11 Kansas Sleazy,57,15,54,0,0.3039,0.4512,95,11,7,5,4.289,1.391
2013,21,#4 Do You Respect Wood?,70,11,77,15,0.3772,0.448,142,14,8,6,4.575,1.287
2013,21,#2 Zeus' BUTTHOLE!!!,62,19,76,11,0.3131,0.4226,145,14,8,0,4.664,1.388
2013,21,#3 Falling  Fast,96,33,88,12,0.3386,0.5115,158,17,9,12,4.062,1.285
2013,21,#1 Over The Baggy,59,17,63,15,0.3261,0.4252,130,11,10,11,3.784,1.226
2013,21,#8 Cuban Missiles,78,18,72,13,0.3589,0.443,100,13,7,3,2.963,1.235
2013,21,#6 Kinsler's List,63,5,57,8,0.3233,0.36,135,16,8,15,2.988,1.223
2013,21,#10 Mighty Murphing Power Rangers,64,16,68,8,0.338,0.4466,95,8,8,12,3.995,1.274
2013,21,#5 Jaso For President,34,11,46,5,0.2722,0.3639,135,9,7,10,3.507,1.213
2013,21,#11 Kansas Sleazy,43,12,45,3,0.2966,0.3939,67,8,6,5,4.837,1.407
2013,21,#7 Under New Management,81,17,70,8,0.3978,0.4978,83,7,8,2,3.066,1.275
2013,21,#12 Sweet Sweenies,84,29,70,6,0.3208,0.5021,50,5,4,3,3.466,1.155
2013,21,#9 Los Pollos Hermanos,62,18,62,6,0.3354,0.4043,71,8,5,5,3.1,1.1
2014,1,Rockford Peaches,33,4,29,7,0.283,0.3103,84,7,6,5,3.658,1.229
2014,1,One Hit Wonders,32,10,36,3,0.3054,0.3939,78,8,6,2,3.039,1.312
2014,1,OBP Kenobi,36,5,19,6,0.3553,0.4134,68,5,5,9,4.208,1.532
2014,1,KC Royal Monarchs,31,7,40,6,0.3257,0.3985,59,5,5,0,4.967,1.458
2014,1,NoPo HammaJammas,31,6,36,9,0.3645,0.4515,74,6,3,0,3.661,1.233
2014,1,Kansas Sleazy,32,15,35,1,0.2956,0.4274,49,4,2,1,3.93,1.405
2014,1,Valar Morghulis,47,13,40,6,0.3554,0.4849,105,7,7,7,2.958,1.23
2014,1,The Elbow Room,39,7,33,6,0.3228,0.3881,60,10,7,0,2.077,0.962
2014,1,Jaso For  Prime Minister,39,11,40,4,0.3681,0.4402,62,5,3,4,4.808,1.397
2014,1,Master Batters,36,10,37,5,0.3474,0.4585,80,6,6,6,3.26,1.042
2014,1,Texas Spoilers,35,6,32,5,0.3084,0.3688,58,7,4,2,3.738,1.031
2014,1,Sweet Sweenies,34,5,32,6,0.3322,0.3806,81,10,4,4,2.092,0.941
2014,2,Rockford Peaches,36,9,36,5,0.3322,0.4113,50,4,4,1,5.53,1.59
2014,2,KC Royal Monarchs,40,10,33,10,0.3671,0.4752,72,8,4,0,3.154,1.107
2014,2,One Hit Wonders,36,8,25,5,0.3535,0.4157,77,7,5,3,1.817,0.837
2014,2,NoPo HammaJammas,44,11,39,10,0.3537,0.4767,62,4,5,2,4.5,1.265
2014,2,OBP Kenobi,43,14,45,5,0.3031,0.4225,76,6,4,7,4.61,1.317
2014,2,Kansas Sleazy,32,11,40,0,0.3177,0.4767,69,5,5,1,2.378,1.104
2014,2,Valar Morghulis,33,5,32,7,0.2974,0.3456,83,3,3,6,5.639,1.699
2014,2,Master Batters,40,8,35,7,0.3646,0.4981,63,6,8,3,3.387,1.172
2014,2,The Elbow Room,60,15,51,7,0.3567,0.5288,77,6,4,0,4.32,1.36
2014,2,Texas Spoilers,29,3,19,7,0.3345,0.3802,63,7,7,1,3.47,1.313
2014,2,Jaso For  Prime Minister,39,14,42,2,0.3466,0.4874,70,6,5,6,4.106,1.327
2014,2,Sweet Sweenies,32,13,38,1,0.3368,0.4843,73,9,5,4,2.524,1.256
2014,3,One Hit Wonders,40,12,41,4,0.3323,0.4456,73,6,6,2,4.385,1.538
2014,3,Kansas Sleazy,29,3,23,5,0.3,0.3439,63,5,2,3,2.729,1.309
2014,3,KC Royal Monarchs,24,7,34,8,0.2971,0.3916,52,5,4,0,3.391,1.27
2014,3,NoPo HammaJammas,29,5,28,7,0.3182,0.3527,55,4,3,1,3.072,1.401
2014,3,Rockford Peaches,33,9,43,5,0.3379,0.4055,64,7,8,5,1.216,1.041
2014,3,OBP Kenobi,40,9,28,2,0.3125,0.3852,69,6,2,9,4.179,1.321
2014,3,Valar Morghulis,39,7,30,13,0.3485,0.4145,85,7,3,4,2.935,1.122
2014,3,Jaso For  Prime Minister,48,8,21,3,0.3377,0.4015,85,8,5,5,4.185,1.395
2014,3,The Elbow Room,40,10,29,8,0.3447,0.4291,63,5,1,0,4.48,1.507
2014,3,Sweet Sweenies,45,11,57,7,0.3867,0.5058,71,7,3,5,2.443,1.005
2014,3,Master Batters,32,3,34,3,0.339,0.4201,68,8,8,1,1.184,1.026
2014,3,Texas Spoilers,33,4,27,6,0.3378,0.3942,64,5,6,4,4.983,1.339
2014,4,Rockford Peaches,40,11,41,5,0.3178,0.4411,75,9,4,4,1.913,1.025
2014,4,NoPo HammaJammas,31,7,31,6,0.2763,0.3754,66,6,2,0,4.722,1.426
2014,4,KC Royal Monarchs,39,11,44,7,0.2933,0.4038,81,12,3,0,3.6,1.137
2014,4,Kansas Sleazy,19,3,22,3,0.314,0.3525,53,5,4,0,2.882,1.079
2014,4,One Hit Wonders,30,8,32,3,0.3333,0.4036,97,10,3,8,4.208,1.276
2014,4,OBP Kenobi,37,8,38,6,0.3689,0.4296,97,10,6,10,3.711,1.237
2014,4,Valar Morghulis,46,12,44,8,0.3248,0.4013,93,7,6,9,3.442,1.171
2014,4,Texas Spoilers,42,6,40,7,0.3302,0.3697,76,9,6,2,2.298,1.098
2014,4,The Elbow Room,40,13,41,7,0.3592,0.4818,77,8,5,0,3.304,1.291
2014,4,Jaso For  Prime Minister,41,8,30,4,0.3576,0.4145,63,4,6,5,3.616,1.326
2014,4,Master Batters,40,8,35,8,0.3701,0.4684,75,8,5,4,4.938,1.506
2014,4,Sweet Sweenies,38,11,35,6,0.329,0.444,74,7,4,6,2.656,0.996
2014,5,Rockford Peaches,36,12,38,5,0.3799,0.5472,51,6,5,2,3.048,1.21
2014,5,Kansas Sleazy,28,5,34,0,0.2978,0.3953,37,4,2,0,4.563,1.331
2014,5,One Hit Wonders,37,10,45,6,0.3188,0.4618,69,5,2,5,4.181,1.354
2014,5,KC Royal Monarchs,37,8,37,9,0.3486,0.4453,51,3,2,0,7.142,1.8
2014,5,OBP Kenobi,44,12,41,6,0.3438,0.4842,51,4,4,9,5.758,1.649
2014,5,NoPo HammaJammas,24,3,23,10,0.3194,0.309,51,7,5,0,2.14,0.97
2014,5,Valar Morghulis,31,5,24,8,0.3095,0.345,76,8,7,6,2.538,1.103
2014,5,Sweet Sweenies,44,15,51,6,0.3604,0.5394,81,6,4,4,5,1.444
2014,5,Jaso For  Prime Minister,31,6,31,3,0.3176,0.4,96,9,7,2,4.029,1.333
2014,5,Texas Spoilers,34,9,37,4,0.3801,0.5083,63,4,5,6,5.311,1.574
2014,5,The Elbow Room,38,5,30,8,0.3311,0.3731,62,8,6,1,4.578,1.298
2014,5,Master Batters,31,2,24,6,0.35,0.3655,67,6,5,4,4.005,1.306
2014,6,Rockford Peaches,29,10,38,4,0.2885,0.3865,52,8,4,5,3.063,1.122
2014,6,Valar Morghulis,37,10,35,8,0.3868,0.482,88,8,6,5,3.522,1.098
2014,6,One Hit Wonders,39,11,34,1,0.3569,0.4536,77,11,5,4,2.937,1.211
2014,6,The Elbow Room,39,9,45,7,0.3098,0.4089,83,6,3,3,3.78,1.344
2014,6,NoPo HammaJammas,32,5,21,11,0.3065,0.3983,48,6,3,0,3.944,1.365
